Month,DayOfMonth,DayOfWeek,DepTime,Distance,UniqueCarrier,Origin,Dest,DepDelay,Label
9,3,5,1305,852,WN,SMF,TPA,6,0
9,3,3,1135,1044,WN,PHX,RDU,35,0
9,4,2,1745,714,WN,HOU,ISP,-1,0
9,5,2,1300,1044,WN,MDW,LAS,2,1
9,5,3,1955,402,WN,BNA,ISP,97,1
9,5,2,1705,1910,WN,TPA,MDW,10,1
9,4,2,1630,2106,WN,ORF,FLL,12,0
9,2,2,1630,852,WN,MCO,MHT,3,0
9,6,3,850,611,WN,LAX,STL,3,0
9,6,4,1745,1999,WN,TPA,SMF,29,0
9,3,5,1630,1073,WN,BUR,LBB,6,0
9,5,5,1300,2106,WN,BNA,PIT,14,1
9,3,6,2030,251,WN,MCO,LBB,13,0
9,6,3,850,1910,WN,MCO,DAL,97,0
9,3,2,1525,611,WN,BWI,BNA,2,0
9,6,4,940,611,WN,HOU,MDW,15,0
9,4,5,640,611,WN,BUR,TPA,7,0
9,3,5,1705,587,WN,BWI,OAK,-3,0
9,4,4,1745,611,WN,BWI,PHX,29,0
9,6,3,940,1044,WN,PVD,BNA,12,0
9,4,4,1305,178,WN,LAS,BUR,14,0
9,5,6,745,601,WN,HOU,FLL,45,1
9,2,3,1925,714,WN,PIT,PIT,7,0
9,4,6,1430,1073,WN,PHX,ELP,-1,0
9,3,2,1925,369,WN,MCO,LBB,-1,0
9,3,6,1705,1044,WN,RNO,PDX,2,0
9,3,4,740,612,WN,HOU,BNA,27,0
9,6,6,1630,1999,WN,PHX,ISP,-2,0
9,6,4,1300,852,WN,TUS,ELP,3,0
9,4,2,1200,1999,WN,PVD,BUR,29,0
9,4,3,1745,587,WN,BUR,LAS,27,0
9,4,3,955,239,WN,BNA,LAS,-1,0
9,5,5,1300,601,WN,PVD,OAK,2,1
9,4,2,715,178,WN,SJC,TPA,15,0
9,2,3,1300,402,WN,MCO,ELP,0,0
9,4,3,1135,1073,WN,LAX,TPA,14,0
9,3,5,1925,369,WN,BWI,MHT,2,0
9,3,2,1540,377,WN,MCI,ISP,15,0
9,3,6,640,1959,WN,TPA,BDL,14,0
9,4,4,640,293,WN,DAL,FLL,-1,0
9,2,5,1705,377,WN,MCI,DAL,7,0
9,5,4,700,1999,WN,ORF,PDX,14,1
9,6,3,850,1959,WN,PIT,BUR,0,0
9,3,5,1315,562,WN,PIT,LAS,12,0
9,3,2,1430,192,WN,PVD,BDL,45,0
9,2,6,1710,402,WN,MCO,MDW,-4,0
9,5,4,1430,192,WN,RNO,LAS,59,1
9,2,3,715,377,WN,DAL,PDX,13,0
9,2,3,1930,612,WN,MCO,ELP,14,0
9,6,3,1540,192,WN,MDW,BUR,2,0
9,2,5,1200,834,WN,TUS,OAK,35,0
9,4,2,2030,587,WN,TPA,OAK,45,0
9,2,4,1200,159,WN,BNA,BNA,-1,0
9,5,2,1925,1073,WN,HOU,MHT,0,1
9,3,5,715,239,WN,MCI,MHT,59,0
9,5,3,1820,1034,WN,TUS,SAT,12,1
9,5,3,840,365,WN,PIT,STL,27,1
9,5,5,640,611,WN,DAL,DAL,59,1
9,6,5,700,293,WN,PIT,BUR,14,0
9,5,2,1630,395,WN,BNA,PHX,6,1
9,2,3,1305,192,WN,BNA,BNA,45,0
9,4,4,840,251,WN,MDW,OAK,15,0
9,2,3,955,178,WN,ORF,ELP,-3,0
9,2,2,850,587,WN,SJC,LAS,29,0
9,2,5,1955,1073,WN,RNO,BUR,-2,0
9,5,2,1300,1910,WN,DAL,ELP,3,1
9,2,5,715,852,WN,MCO,TPA,6,0
9,2,6,840,1044,WN,SJC,LAS,3,0
9,3,3,1745,192,WN,BWI,SMF,3,0
9,6,4,745,611,WN,TPA,PHX,14,0
9,3,4,745,365,WN,RNO,LBB,12,0
9,2,2,1955,714,WN,HOU,PIT,15,0
9,2,5,850,1999,WN,HOU,BUR,-2,0
9,4,4,2030,1044,WN,MDW,STL,3,0
9,2,6,1710,611,WN,MCO,ISP,27,0
9,6,4,2030,1910,WN,BWI,MHT,10,0
9,4,4,2205,1034,WN,HOU,FLL,6,0
9,6,4,1745,1910,WN,TUS,BDL,29,0
9,4,2,1305,1959,WN,ORF,PHX,-1,0
9,4,5,1135,1034,WN,BNA,MDW,0,0
9,2,4,1930,1999,WN,MDW,BUR,10,0
9,5,5,850,1034,WN,HOU,PDX,0,1
9,2,4,715,1999,WN,MCI,BWI,-1,0
9,3,3,745,1034,WN,TPA,MDW,13,0
9,5,4,1630,239,WN,MCI,SAT,-2,1
9,5,3,1925,293,WN,TUS,SMF,-2,1
9,5,5,1745,714,WN,MDW,STL,59,1
9,5,6,1955,562,WN,BUR,DAL,-3,1
9,2,2,2030,587,WN,BUR,STL,8,0
9,4,2,1925,714,WN,LAS,OAK,10,0
9,2,2,1135,1910,WN,LAX,BNA,3,0
9,3,4,1525,239,WN,BUR,BDL,14,0
9,5,6,1630,1910,WN,LAS,MDW,7,1
9,4,6,745,192,WN,SJC,PIT,10,0
9,6,3,745,365,WN,PVD,PDX,29,0
9,6,5,640,834,WN,PIT,ELP,14,0
9,6,4,1705,251,WN,PIT,DAL,12,0
9,3,6,745,251,WN,MCI,RDU,7,0
9,5,3,1925,2106,WN,BUR,OAK,-2,1
9,5,5,955,612,WN,TUS,ISP,7,1
9,5,2,745,369,WN,SJC,PIT,0,1
9,5,5,640,365,WN,MCI,STL,10,1
9,3,2,1930,1044,WN,BUR,FLL,6,0
9,5,5,740,239,WN,SJC,SAT,13,1
9,6,4,1745,569,WN,LAS,LBB,0,0
9,6,2,840,365,WN,MDW,BUR,-2,0
9,6,3,1930,611,WN,PVD,OAK,35,0
9,2,2,1930,402,WN,MCI,SAT,27,0
9,4,5,1430,852,WN,BNA,PDX,-1,0
9,3,4,745,192,WN,BWI,BWI,7,0
9,3,2,1540,369,WN,SMF,BUR,-4,0
9,5,2,1820,395,WN,LAX,STL,14,1
9,4,3,1315,251,WN,BWI,TPA,-3,0
9,3,6,1710,293,WN,LAS,ELP,97,0
9,4,5,745,601,WN,MCI,BWI,6,0
9,4,3,1930,611,WN,LAX,PIT,12,0
9,5,4,1955,369,WN,LAS,RDU,-1,1
9,5,4,1820,601,WN,PHX,MHT,-2,1
9,4,6,1605,239,WN,RNO,ISP,27,0
9,4,6,715,611,WN,MCO,PIT,29,0
9,4,2,1955,395,WN,MCO,MHT,29,0
9,2,6,1820,1073,WN,LAS,PDX,15,0
9,4,3,1525,377,WN,BNA,BUR,14,0
9,4,2,1540,2106,WN,MCO,ELP,0,0
9,5,2,1955,397,WN,PIT,BNA,14,1
9,4,4,1955,612,WN,ORF,STL,27,0
9,4,4,1305,1034,WN,LAS,PDX,12,0
9,4,4,1925,1044,WN,LAS,BNA,45,0
9,6,5,745,587,WN,MCI,BNA,27,0
9,6,3,715,569,WN,BUR,SMF,0,0
9,2,3,2205,1034,WN,PVD,MHT,7,0
9,5,2,745,569,WN,DAL,PHX,-3,1
9,6,3,1525,239,WN,BWI,MHT,29,0
9,3,3,640,178,WN,RNO,STL,12,0
9,6,3,1200,1073,WN,RNO,FLL,12,0
9,2,3,1930,159,WN,DAL,TPA,2,0
9,6,2,640,611,WN,PHX,DAL,35,0
9,4,5,955,1073,WN,LAX,ISP,-4,0
9,2,6,1315,365,WN,SMF,RDU,8,0
9,3,3,850,1999,WN,DAL,FLL,3,0
9,6,6,1525,1790,WN,TUS,SAT,0,0
9,6,5,1820,395,WN,TUS,BDL,-4,0
9,2,2,1135,192,WN,SJC,SAT,97,0
9,2,2,1305,611,WN,DAL,ELP,27,0
9,2,5,1820,192,WN,BWI,PIT,8,0
9,2,2,1300,611,WN,MCI,DAL,-1,0
9,6,5,715,611,WN,BUR,BNA,13,0
9,6,4,1705,587,WN,BNA,BNA,7,0
9,6,5,1300,365,WN,LAX,ELP,35,0
9,5,2,1710,1073,WN,SMF,PHX,6,1
9,6,3,640,611,WN,SMF,FLL,59,0
9,5,3,840,1959,WN,BWI,MCO,29,1
9,3,6,1705,377,WN,MDW,LAS,15,0
9,3,2,1430,251,WN,MCO,RDU,-1,0
9,6,4,1540,369,WN,MCO,MHT,45,0
9,2,6,1820,192,WN,ORF,PDX,59,0
9,2,3,1525,1073,WN,HOU,ELP,8,0
9,3,6,1930,1034,WN,PHX,STL,2,0
9,2,3,1705,714,WN,DAL,BNA,13,0
9,5,5,940,1044,WN,TUS,ISP,0,1
9,3,4,715,178,WN,PHX,TPA,97,0
9,6,4,1930,1790,WN,LAX,DAL,12,0
9,2,4,1820,1999,WN,ORF,OAK,3,0
9,4,6,1200,1044,WN,PHX,SMF,-4,0
9,5,3,745,1790,WN,MDW,MHT,14,1
9,4,3,1745,395,WN,PHX,TPA,97,0
9,6,4,1925,178,WN,BNA,ELP,97,0
9,5,5,715,611,WN,TPA,MHT,6,1
9,3,2,1605,1790,WN,SMF,TPA,-1,0
9,3,6,1630,612,WN,RNO,MCO,59,0
9,5,5,840,1073,WN,MCO,PDX,13,1
9,6,3,850,365,WN,HOU,MCO,2,0
9,4,5,2030,159,WN,SJC,LAS,-4,0
9,4,5,1300,293,WN,BWI,SMF,45,0
9,4,4,2030,251,WN,SJC,MDW,13,0
9,3,6,1525,159,WN,HOU,PIT,-3,0
9,6,3,850,601,WN,DAL,MCO,59,0
9,3,3,955,251,WN,PIT,ELP,-4,0
9,2,6,850,365,WN,SJC,SMF,45,0
9,5,6,940,714,WN,PHX,BUR,97,1
9,2,6,1605,587,WN,BUR,MDW,0,0
9,6,4,840,402,WN,RNO,PIT,12,0
9,5,4,2030,612,WN,MCI,SAT,3,1
9,6,5,1925,1044,WN,RNO,LAS,13,0
9,5,6,1540,852,WN,TPA,SMF,0,1
9,4,6,1305,1999,WN,PIT,LBB,15,0
9,2,2,2205,1073,WN,BNA,ISP,-4,0
9,3,3,850,612,WN,BNA,PHX,27,0
9,5,2,1200,1910,WN,BWI,MDW,7,1
9,5,3,1745,1044,WN,HOU,MDW,10,1
9,6,5,1630,569,WN,RNO,TPA,12,0
9,5,2,1930,1999,WN,SJC,PIT,45,1
9,3,3,740,1999,WN,MDW,FLL,14,0
9,2,4,1605,601,WN,PVD,MDW,29,0
9,5,5,1315,293,WN,LAX,MCO,35,1
9,2,2,1135,1910,WN,DAL,PIT,0,0
9,5,2,1200,365,WN,TPA,MHT,8,1
9,6,6,1135,612,WN,BWI,STL,10,0
9,2,4,940,601,WN,LAS,RDU,29,0
9,5,5,1930,293,WN,DAL,MHT,-4,1
9,3,6,850,239,WN,SMF,ELP,6,0
9,5,2,640,365,WN,MCO,TPA,97,1
9,2,6,1705,569,WN,DAL,BDL,-3,0
9,4,3,1925,239,WN,TPA,PIT,13,0
9,5,3,840,611,WN,DAL,BNA,0,1
9,4,3,1300,834,WN,PHX,BUR,35,0
9,2,5,1710,251,WN,PVD,PDX,3,0
9,5,2,850,178,WN,RNO,DAL,-1,1
9,5,4,640,1034,WN,TUS,BDL,-1,1
9,3,5,1710,1959,WN,BWI,BUR,-2,0
9,4,5,1525,159,WN,MCO,SAT,-1,0
9,3,4,1200,1044,WN,SMF,MDW,13,0
9,5,2,740,293,WN,DAL,LAS,14,1
9,6,3,1300,569,WN,PIT,SMF,10,0
9,4,6,1525,251,WN,TPA,OAK,27,0
9,2,5,1430,587,WN,PHX,SAT,-4,0
9,6,4,940,714,WN,PIT,PIT,13,0
9,4,2,1820,834,WN,PVD,PHX,97,0
9,4,2,2030,1044,WN,RNO,ELP,3,0
9,2,6,1820,714,WN,ORF,DAL,6,0
9,5,5,1925,192,WN,TUS,BDL,-3,1
9,5,6,2205,1910,WN,BWI,SMF,15,1
9,4,4,1300,251,WN,RNO,RDU,3,0
9,5,3,850,251,WN,LAX,DAL,97,1
9,2,4,1315,852,WN,PIT,RDU,-4,0
9,2,5,1540,569,WN,ORF,PIT,12,0
9,6,3,1955,612,WN,SMF,STL,14,0
9,4,4,1630,1073,WN,MCO,TPA,35,0
9,3,5,715,1999,WN,LAX,MHT,29,0
9,6,3,955,397,WN,PIT,MHT,-3,0
9,3,4,1820,178,WN,HOU,MDW,3,0
9,2,3,1605,1999,WN,RNO,STL,14,0
9,6,6,1525,1959,WN,SJC,MHT,35,0
9,5,6,745,1910,WN,BUR,TPA,6,1
9,3,3,1820,562,WN,BWI,ISP,13,0
9,5,4,955,601,WN,ORF,PHX,97,1
9,3,3,1525,1910,WN,SMF,MDW,45,0
9,2,2,2205,714,WN,SMF,OAK,15,0
9,2,6,955,395,WN,MCI,DAL,10,0
9,2,2,715,377,WN,LAX,LAS,14,0
9,4,3,640,402,WN,DAL,ISP,-4,0
9,3,2,1135,1910,WN,MDW,LBB,35,0
9,3,2,1315,402,WN,MCO,STL,14,0
9,3,6,955,395,WN,MCO,BUR,6,0
9,5,3,1200,1999,WN,SMF,FLL,15,1
9,6,2,1955,2106,WN,BUR,MDW,15,0
9,3,4,1710,834,WN,MCO,BDL,0,0
9,2,3,1605,1034,WN,RNO,PIT,59,0
9,5,2,1540,1790,WN,BUR,STL,7,1
9,3,4,1630,714,WN,ORF,LBB,29,0
9,3,6,745,1790,WN,DAL,PIT,-1,0
9,5,5,1630,402,WN,PHX,SMF,6,1
9,6,6,1605,714,WN,MCI,BWI,7,0
9,2,5,840,1910,WN,PHX,PHX,12,0
9,4,6,1930,611,WN,BUR,BWI,0,0
9,2,5,1710,569,WN,BNA,TPA,-4,0
9,6,2,715,178,WN,SJC,TPA,35,0
9,2,4,700,2106,WN,DAL,TPA,45,0
9,6,2,850,587,WN,TPA,ELP,27,0
9,4,5,1710,365,WN,MCO,SMF,15,0
9,5,4,700,1034,WN,SMF,ELP,0,1
9,3,3,1630,397,WN,BNA,ELP,13,0
9,6,3,1540,1044,WN,SMF,ELP,29,0
9,5,4,1300,612,WN,ORF,OAK,6,1
9,6,5,1955,1999,WN,PHX,SMF,97,0
9,4,4,1710,377,WN,PIT,RDU,12,0
9,6,6,745,293,WN,TUS,PIT,59,0
9,6,6,2030,159,WN,PVD,MHT,-4,0
9,6,5,1525,1910,WN,ORF,FLL,-2,0
9,2,5,850,587,WN,LAS,MCO,-4,0
9,5,3,840,251,WN,MCO,ELP,35,1
9,4,6,955,251,WN,SMF,LBB,8,0
9,2,5,745,397,WN,TPA,SMF,-1,0
9,4,6,1930,1999,WN,DAL,BWI,12,0
9,2,5,1710,395,WN,TPA,DAL,13,0
9,4,3,745,2106,WN,LAS,SAT,8,0
9,2,4,1705,395,WN,RNO,OAK,7,0
9,2,5,745,239,WN,RNO,SMF,-4,0
9,5,3,850,612,WN,LAX,PIT,-3,1
9,6,2,1605,1910,WN,TUS,PDX,8,0
9,5,6,1745,365,WN,SJC,PHX,45,1
9,5,3,1630,178,WN,RNO,SMF,10,1
9,5,2,1525,178,WN,PVD,RDU,13,1
9,6,5,1745,834,WN,PVD,DAL,3,0
9,3,4,1710,2106,WN,LAS,ELP,14,0
9,5,6,1710,1959,WN,BUR,MCO,2,1
9,5,3,1525,159,WN,LAS,PHX,59,1
9,2,6,640,1790,WN,BNA,DAL,-3,0
9,5,6,1745,251,WN,BWI,SMF,35,1
9,2,4,1930,601,WN,TUS,MCO,0,0
9,3,2,1820,1073,WN,TUS,MHT,59,0
9,6,2,2030,395,WN,BUR,PHX,-2,0
9,5,6,1955,852,WN,SJC,BUR,-2,1
9,5,4,2205,2106,WN,TPA,MCO,6,1
9,6,2,940,369,WN,PIT,ELP,-3,0
9,3,2,1305,611,WN,SMF,STL,3,0
9,3,5,1315,1073,WN,SJC,ISP,-3,0
9,4,4,1705,1044,WN,ORF,SMF,2,0
9,3,5,1430,369,WN,PVD,SAT,10,0
9,5,2,2030,1044,WN,DAL,BNA,59,1
9,2,5,700,852,WN,BNA,PHX,8,0
10,4,6,2030,569,WN,TPA,FLL,10,0
10,5,3,1820,293,WN,HOU,SMF,13,1
10,3,4,1540,365,WN,SJC,LBB,14,0
10,6,6,1705,377,WN,MCI,LBB,3,0
10,2,3,2205,1044,WN,PIT,SAT,10,0
10,2,6,640,852,WN,TPA,STL,35,0
10,3,2,1930,1959,WN,MCI,DAL,8,0
10,5,6,840,834,WN,MDW,RDU,2,1
10,5,2,1745,159,WN,PIT,RDU,15,1
10,4,4,1540,159,WN,DAL,BWI,6,0
10,2,5,640,1034,WN,LAS,SMF,35,0
10,4,5,1710,1959,WN,TUS,DAL,-2,0
10,3,4,940,365,WN,BNA,BNA,10,0
10,4,5,1540,159,WN,TUS,MHT,10,0
10,2,5,1315,239,WN,TPA,BWI,27,0
10,5,2,715,562,WN,BNA,BNA,8,1
10,2,5,745,365,WN,RNO,MDW,35,0
10,5,3,1525,239,WN,LAS,MCO,10,1
10,4,5,745,402,WN,PVD,FLL,45,0
10,3,3,1955,159,WN,HOU,BUR,-3,0
10,5,3,1820,1959,WN,LAX,SMF,12,1
10,4,4,740,395,WN,PHX,TPA,-4,0
10,5,4,1925,377,WN,SJC,STL,-3,1
10,3,3,1525,365,WN,MDW,BWI,27,0
10,5,2,955,293,WN,DAL,ISP,7,1
10,2,3,715,834,WN,TPA,RDU,97,0
10,4,5,1630,159,WN,ORF,ELP,12,0
10,6,3,1525,178,WN,PIT,OAK,3,0
10,3,3,850,852,WN,PVD,BDL,14,0
10,6,6,1300,369,WN,BUR,FLL,6,0
10,4,2,2030,562,WN,TPA,SAT,29,0
10,3,5,745,365,WN,PIT,PDX,29,0
10,6,2,1820,395,WN,MCO,OAK,29,0
10,3,6,745,852,WN,SMF,DAL,14,0
10,4,5,1540,377,WN,ORF,PDX,27,0
10,3,2,1430,2106,WN,TUS,PIT,27,0
10,4,4,1745,1044,WN,MCI,RDU,0,0
10,3,6,1925,569,WN,HOU,STL,35,0
10,2,4,1200,178,WN,SMF,DAL,3,0
10,4,2,1710,239,WN,PIT,LBB,-1,0
10,2,5,1630,192,WN,LAS,SAT,97,0
10,3,2,700,395,WN,MCO,TPA,-2,0
10,2,5,1525,852,WN,PHX,BDL,-3,0
10,5,5,1925,178,WN,MCI,SMF,97,1
10,2,4,1305,1034,WN,LAX,BWI,-3,0
10,4,3,1200,369,WN,TUS,BDL,29,0
10,2,2,940,159,WN,MCO,DAL,35,0
10,2,5,2030,1959,WN,SMF,PDX,12,0
10,2,6,740,159,WN,ORF,BUR,-4,0
10,2,2,1315,251,WN,PHX,OAK,10,0
10,2,5,1745,369,WN,HOU,DAL,27,0
10,3,2,1315,611,WN,TUS,RDU,12,0
10,2,3,1930,612,WN,LAX,PHX,7,0
10,4,6,715,239,WN,PVD,LBB,10,0
10,5,6,1705,293,WN,RNO,ELP,10,1
10,4,5,1710,1910,WN,SJC,STL,15,0
10,2,3,2030,1790,WN,MCI,PIT,13,0
10,3,2,1305,239,WN,LAX,BUR,8,0
10,3,3,1315,1959,WN,RNO,MHT,10,0
10,6,3,1135,178,WN,LAS,DAL,13,0
10,5,3,1305,365,WN,MCO,PDX,97,1
10,2,4,2205,293,WN,SJC,MCO,6,0
10,4,4,1315,1959,WN,LAS,DAL,29,0
10,2,3,1925,611,WN,MDW,ELP,7,0
10,5,6,1315,834,WN,MCO,RDU,27,1
10,2,5,1630,1959,WN,BWI,BNA,8,0
10,4,5,715,369,WN,TUS,ELP,15,0
10,3,2,1200,1959,WN,RNO,SMF,0,0
10,3,2,700,1073,WN,PVD,PDX,13,0
10,3,5,2205,1044,WN,DAL,FLL,10,0
10,2,6,1300,402,WN,SJC,DAL,3,0
10,6,3,940,562,WN,LAX,MHT,7,0
10,5,5,850,834,WN,HOU,FLL,97,1
10,6,5,1630,1073,WN,ORF,BWI,59,0
10,4,3,940,1910,WN,BWI,MDW,7,0
10,2,2,2205,714,WN,SJC,LAS,7,0
10,6,3,2030,178,WN,TPA,PHX,6,0
10,5,5,2205,569,WN,BUR,BDL,35,1
10,6,2,1705,239,WN,TUS,BDL,13,0
10,5,6,715,402,WN,MDW,MCO,6,1
10,5,3,1630,1999,WN,BUR,PDX,-1,1
10,3,6,1955,569,WN,DAL,BNA,12,0
10,5,3,1525,569,WN,HOU,LAS,27,1
10,4,3,1745,1959,WN,RNO,MCO,3,0
10,3,4,1630,1959,WN,LAX,SMF,27,0
10,6,3,955,1959,WN,SJC,PHX,15,0
10,6,4,1305,569,WN,MCI,BNA,13,0
10,3,3,700,397,WN,TUS,TPA,97,0
10,6,6,1305,714,WN,LAX,STL,12,0
10,4,3,1930,1044,WN,SJC,MCO,-2,0
10,4,2,840,714,WN,SMF,RDU,12,0
10,3,4,1955,611,WN,DAL,PDX,7,0
10,5,2,1820,1073,WN,LAX,MCO,45,1
10,2,6,2030,369,WN,LAS,STL,6,0
10,3,3,1925,178,WN,BNA,BWI,97,0
10,2,2,1605,834,WN,LAS,SMF,59,0
10,3,6,1305,1790,WN,MCI,ELP,0,0
10,4,3,850,1959,WN,TPA,MDW,8,0
10,3,3,940,1959,WN,TPA,DAL,59,0
10,4,4,1300,601,WN,PVD,LBB,8,0
10,4,4,1955,852,WN,BUR,SMF,-1,0
10,4,2,1315,395,WN,SMF,LBB,6,0
10,4,3,2205,369,WN,BUR,OAK,-2,0
10,5,5,1705,178,WN,MDW,MCO,8,1
10,3,5,1200,714,WN,LAS,ELP,14,0
10,4,3,840,395,WN,SMF,LBB,-4,0
10,5,6,2205,601,WN,TPA,SMF,59,1
10,2,4,1200,397,WN,PVD,PDX,27,0
10,3,5,1200,612,WN,TUS,BWI,14,0
10,2,4,1745,1910,WN,BNA,ISP,10,0
10,5,6,1925,611,WN,LAX,SMF,-1,1
10,2,6,1820,1044,WN,MCI,TPA,27,0
10,5,2,1300,569,WN,LAX,PDX,3,1
10,3,4,640,1959,WN,HOU,ELP,45,0
10,3,3,940,251,WN,SJC,RDU,97,0
10,4,4,2030,569,WN,MCO,ELP,45,0
10,5,4,700,2106,WN,PIT,PHX,-1,1
10,2,6,1430,369,WN,SJC,MDW,0,0
10,5,3,745,2106,WN,PIT,RDU,-4,1
10,2,3,1525,2106,WN,SJC,ELP,15,0
10,2,4,1315,365,WN,BWI,PIT,2,0
10,4,6,715,714,WN,PVD,FLL,3,0
10,6,2,700,1073,WN,SMF,SMF,-1,0
10,3,3,1955,1790,WN,BWI,PIT,14,0
10,3,5,840,1073,WN,BUR,MHT,27,0
10,4,6,1300,834,WN,BUR,BUR,13,0
10,5,3,1955,1044,WN,PIT,BWI,-3,1
10,2,3,1315,1073,WN,ORF,DAL,13,0
10,5,2,1710,1073,WN,SJC,PHX,-3,1
10,4,5,1955,1959,WN,BNA,PHX,8,0
10,6,5,1300,1073,WN,PIT,ELP,-1,0
10,6,5,715,1959,WN,PVD,BDL,15,0
10,4,2,715,1034,WN,BWI,PHX,-4,0
10,4,3,1305,293,WN,MDW,DAL,59,0
10,4,5,2205,714,WN,ORF,ELP,7,0
10,5,3,1745,293,WN,TPA,RDU,-3,1
10,6,6,1135,1999,WN,DAL,PDX,97,0
10,5,6,850,587,WN,MCI,LAS,7,1
10,5,6,1955,239,WN,TPA,BWI,-3,1
10,6,2,700,192,WN,PHX,FLL,45,0
10,5,2,1605,1044,WN,LAS,RDU,35,1
10,5,3,1525,714,WN,PHX,SAT,-3,1
10,2,6,940,1999,WN,DAL,ISP,13,0
10,3,2,940,562,WN,HOU,SMF,2,0
10,4,6,740,601,WN,PVD,MHT,-1,0
10,4,6,1200,612,WN,SMF,SAT,-1,0
10,2,4,2205,159,WN,LAX,ISP,0,0
10,5,6,715,1790,WN,SJC,LBB,27,1
10,5,5,840,1959,WN,BWI,BDL,15,1
10,5,6,1745,397,WN,BNA,PHX,-4,1
10,4,4,1430,159,WN,PVD,RDU,15,0
10,5,2,1705,1073,WN,DAL,DAL,14,1
10,2,3,1135,834,WN,HOU,PHX,12,0
10,4,3,1705,251,WN,MDW,LAS,-4,0
10,2,4,700,377,WN,MCO,OAK,8,0
10,6,4,1820,402,WN,SJC,BUR,-4,0
10,4,2,1605,852,WN,TUS,TPA,12,0
10,4,6,1930,611,WN,BWI,STL,-1,0
10,3,3,1955,1910,WN,TUS,BUR,6,0
10,3,2,1710,293,WN,HOU,STL,0,0
10,4,4,740,1073,WN,DAL,PDX,45,0
10,6,4,1305,1034,WN,SMF,BDL,14,0
10,3,6,1135,1044,WN,LAS,ISP,2,0
10,2,4,840,192,WN,TUS,SAT,13,0
10,5,2,1710,293,WN,BUR,BDL,15,1
10,4,3,1630,293,WN,PIT,LAS,-2,0
10,3,5,2030,159,WN,HOU,LAS,2,0
10,3,6,1300,1959,WN,RNO,ELP,59,0
10,3,4,1820,397,WN,BUR,RDU,13,0
10,5,5,1540,1790,WN,BUR,BUR,59,1
10,5,3,1745,251,WN,BWI,OAK,3,1
10,2,6,1315,239,WN,LAS,MHT,-1,0
10,5,2,745,239,WN,TPA,MHT,7,1
10,6,2,1315,1044,WN,HOU,BDL,45,0
10,4,5,1525,611,WN,PVD,DAL,8,0
10,4,6,840,293,WN,BUR,FLL,45,0
10,3,6,740,397,WN,BNA,BWI,7,0
10,5,5,850,397,WN,PVD,BNA,-4,1
10,6,6,2205,1073,WN,PIT,RDU,-2,0
10,5,4,1925,369,WN,TPA,SAT,6,1
10,6,6,1540,852,WN,SMF,MDW,27,0
10,5,3,745,377,WN,HOU,FLL,-1,1
10,5,6,1135,612,WN,DAL,BNA,97,1
10,2,5,1525,1790,WN,SJC,BUR,-3,0
10,6,2,1525,293,WN,DAL,MDW,10,0
10,2,2,640,852,WN,PHX,MHT,7,0
10,3,3,1630,601,WN,DAL,MDW,29,0
10,2,6,2205,1790,WN,SMF,LBB,7,0
10,3,5,840,293,WN,HOU,LBB,29,0
10,5,5,1300,562,WN,BNA,OAK,0,1
10,5,4,1930,239,WN,PIT,PHX,3,1
10,6,6,1925,587,WN,BNA,BWI,8,0
10,2,3,1705,239,WN,PHX,ELP,97,0
10,4,6,1430,1790,WN,BNA,PDX,-2,0
10,5,5,1300,192,WN,PIT,BDL,97,1
10,2,6,840,1959,WN,ORF,ISP,8,0
10,2,6,1525,569,WN,RNO,MCO,10,0
10,3,4,745,1073,WN,BUR,ISP,27,0
10,5,5,1605,159,WN,BWI,LBB,-1,1
10,2,5,700,1790,WN,ORF,STL,8,0
10,2,6,1200,1910,WN,BNA,MHT,12,0
10,4,6,1300,369,WN,MCO,OAK,10,0
10,5,4,1955,397,WN,PHX,STL,-1,1
10,3,3,745,852,WN,SMF,OAK,35,0
10,2,4,1305,251,WN,MDW,MCO,97,0
10,6,2,1430,178,WN,LAX,LAS,97,0
10,6,4,715,1999,WN,LAS,FLL,8,0
10,2,4,850,239,WN,BWI,MCO,13,0
10,2,2,745,611,WN,LAX,LBB,13,0
10,6,5,1305,1959,WN,MCO,STL,-1,0
10,3,2,940,402,WN,MDW,ISP,3,0
10,6,5,700,601,WN,BUR,LAS,35,0
10,5,6,1315,1959,WN,PIT,BUR,6,1
10,5,2,955,562,WN,MCI,MCO,59,1
10,3,4,1305,1073,WN,PVD,PHX,27,0
10,2,3,1200,1073,WN,MDW,MHT,27,0
10,6,5,1200,1044,WN,BWI,DAL,12,0
10,6,6,1605,834,WN,PHX,LBB,12,0
10,6,4,940,293,WN,SMF,BUR,7,0
10,6,3,1955,1034,WN,PVD,RDU,13,0
10,5,6,1630,1034,WN,SJC,LAS,15,1
10,2,4,850,192,WN,SMF,BUR,29,0
10,6,5,715,1073,WN,ORF,RDU,12,0
10,3,3,740,365,WN,PVD,MCO,35,0
10,2,5,1540,192,WN,BWI,MCO,27,0
10,3,2,940,159,WN,PVD,SMF,-2,0
10,2,4,2205,1999,WN,PIT,MHT,0,0
10,5,3,740,612,WN,HOU,SMF,97,1
10,2,2,1135,1910,WN,HOU,PIT,15,0
10,6,6,1200,397,WN,BUR,TPA,-1,0
10,4,4,850,192,WN,MCI,PHX,29,0
10,6,4,1605,1999,WN,BUR,RDU,7,0
